Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label2017_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,2017,ctx-rh-paracentral,RH,paracentral,First-order
label2007_wavelet-LLH_glcm_Id,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label2007_wavelet-LLH_glcm_InverseVariance,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label2001_wavelet-HHL_gldm_SmallDependenceEmphasis,2001,ctx-rh-bankssts,RH,bankssts,Texture – GLDM
label2007_wavelet-LLH_glcm_DifferenceAverage,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label2007_wavelet-LLH_glcm_Contrast,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label1034_wavelet-HLL_glcm_MaximumProbability,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label2007_wavelet-LLH_glcm_Idmn,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label2007_wavelet-LLH_glcm_Idm,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLCM
label2034_wavelet-LHL_glrlm_LongRunEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1030_wavelet-HHH_glcm_MCC,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label2009_wavelet-LLH_glcm_ClusterTendency,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2010_wavelet-HHH_glcm_DifferenceVariance,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLCM
label8_wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label1003_log-sigma-3-0-mm-3D_firstorder_Minimum,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,First-order
label2023_wavelet-HHL_firstorder_Maximum,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,First-order
label1029_log-sigma-5-0-mm-3D_firstorder_Mean,1029,ctx-lh-superiorparietal,LH,superiorparietal,First-order
label2031_wavelet-HHH_glcm_MCC,2031,ctx-rh-supramarginal,RH,supramarginal,Texture – GLCM
label7_wavelet-LHL_glszm_LargeAreaEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLSZM
label46_wavelet-LLH_glcm_ClusterProminence,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label255_log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLCM
label2027_wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,Texture – GLDM
label17_wavelet-HHH_firstorder_MeanAbsoluteDeviation,17,Left-Hippocampus,LH,Hippocampus,First-order
label44_wavelet-LHH_glcm_JointEntropy,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLCM
label46_wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,First-order
label41_wavelet-HLL_glszm_GrayLevelVariance,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLSZM
label41_wavelet-HLL_glszm_GrayLevelNonUniformityNormalized,41,Right-Cerebral-White-Matter,RH,Cerebral-White-Matter,Texture – GLSZM
label2029_wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLRLM
label2016_log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,2016,ctx-rh-parahippocampal,RH,parahippocampal,Texture – GLSZM
label2016_log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,2016,ctx-rh-parahippocampal,RH,parahippocampal,Texture – GLSZM
label2016_wavelet-LHL_glcm_Autocorrelation,2016,ctx-rh-parahippocampal,RH,parahippocampal,Texture – GLCM
label2028_log-sigma-1-0-mm-3D_firstorder_Median,2028,ctx-rh-superiorfrontal,RH,superiorfrontal,First-order
label255_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLDM
label2030_wavelet-LLH_gldm_GrayLevelVariance,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label1005_log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLDM
label54_wavelet-HLL_glcm_ClusterProminence,54,Right-Amygdala,RH,Amygdala,Texture – GLCM
label16_wavelet-HLH_firstorder_10Percentile,16,Brain-Stem,Midline/Other,Brain-Stem,First-order
label2029_wavelet-LLH_glcm_DifferenceEntropy,2029,ctx-rh-superiorparietal,RH,superiorparietal,Texture – GLCM
label28_wavelet-LHL_glcm_Autocorrelation,28,Left-VentralDC,LH,VentralDC,Texture – GLCM
label24_wavelet-LHH_firstorder_90Percentile,24,CSF,Midline/Other,CSF,First-order
label46_wavelet-HHH_gldm_DependenceEntropy,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLDM
label2014_wavelet-LHL_glcm_Autocorrelation,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label2030_wavelet-LLH_firstorder_Entropy,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2003_wavelet-LHH_glcm_DifferenceVariance,2003,ctx-rh-caudalmiddlefrontal,RH,caudalmiddlefrontal,Texture – GLCM
label2030_wavelet-LLH_firstorder_Uniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,First-order
label2034_wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label2034_wavelet-HLL_gldm_DependenceEntropy,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLDM
label18_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,18,Left-Amygdala,LH,Amygdala,First-order
label1030_wavelet-HHH_glcm_Imc2,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label7_wavelet-LLL_glrlm_LongRunEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label7_wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label7_wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label7_original_glrlm_LongRunLowGrayLevelEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label2014_log-sigma-5-0-mm-3D_glcm_DifferenceEntropy,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label2014_wavelet-LHL_glcm_ClusterProminence,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLCM
label7_original_glrlm_LongRunHighGrayLevelEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label1034_wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,1034,ctx-lh-transversetemporal,LH,transversetemporal,First-order
label1015_wavelet-HLL_firstorder_Skewness,1015,ctx-lh-middletemporal,LH,middletemporal,First-order
label7_original_glrlm_LongRunEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label1030_log-sigma-1-0-mm-3D_glcm_SumEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label254_wavelet-LHH_firstorder_InterquartileRange,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label252_wavelet-LHL_glcm_Autocorrelation,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLCM
label2034_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLDM
label1030_wavelet-HHH_glcm_MaximumProbability,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label44_wavelet-LHH_gldm_GrayLevelVariance,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLDM
label44_wavelet-LHH_firstorder_Entropy,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,First-order
label44_wavelet-LHH_firstorder_Uniformity,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,First-order
label11_wavelet-HLL_glcm_Idmn,11,Left-Caudate,LH,Caudate,Texture – GLCM
label2026_log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLRLM
label11_wavelet-HLL_glcm_Contrast,11,Left-Caudate,LH,Caudate,Texture – GLCM
label11_wavelet-HLL_glcm_Idm,11,Left-Caudate,LH,Caudate,Texture – GLCM
label60_wavelet-LHL_glcm_ClusterProminence,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label4_wavelet-HLH_firstorder_90Percentile,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,First-order
label11_wavelet-HLL_glcm_Idn,11,Left-Caudate,LH,Caudate,Texture – GLCM
label1022_wavelet-LHH_glrlm_RunPercentage,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label11_wavelet-HLL_glcm_Id,11,Left-Caudate,LH,Caudate,Texture – GLCM
label11_wavelet-HLL_glcm_InverseVariance,11,Left-Caudate,LH,Caudate,Texture – GLCM
label11_wavelet-HLL_glcm_DifferenceAverage,11,Left-Caudate,LH,Caudate,Texture – GLCM
label252_log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLSZM
label1035_original_firstorder_MeanAbsoluteDeviation,1035,ctx-lh-insula,LH,insula,First-order
label47_wavelet-LHL_glcm_Imc1,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLCM
label2026_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLRLM
label58_wavelet-HLH_firstorder_Maximum,58,Right-Accumbens-area,RH,Accumbens-area,First-order
label1001_wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLDM
label1020_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLRLM
label44_wavelet-LHH_gldm_LowGrayLevelEmphasis,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLDM
label44_wavelet-LHH_gldm_HighGrayLevelEmphasis,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLDM
label2020_log-sigma-3-0-mm-3D_glrlm_RunEntropy,2020,ctx-rh-parstriangularis,RH,parstriangularis,Texture – GLRLM
label2035_wavelet-LHH_glcm_MaximumProbability,2035,ctx-rh-insula,RH,insula,Texture – GLCM
label2011_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label1030_wavelet-LHL_glcm_MaximumProbability,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label7_log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLDM
label1005_wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLDM
label254_original_firstorder_RobustMeanAbsoluteDeviation,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label2022_wavelet-LHL_firstorder_Kurtosis,2022,ctx-rh-postcentral,RH,postcentral,First-order
label255_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLRLM
label2030_wavelet-LHL_glcm_JointAverage,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label2030_wavelet-LHL_glcm_SumAverage,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label46_wavelet-LLH_glcm_Imc2,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label2021_wavelet-HHH_firstorder_10Percentile,2021,ctx-rh-pericalcarine,RH,pericalcarine,First-order
label1026_log-sigma-1-0-mm-3D_glcm_MaximumProbability,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,Texture – GLCM
label1026_wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,First-order
label2008_wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLDM
label49_wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLRLM
label11_wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,11,Left-Caudate,LH,Caudate,Texture – GLDM
label1020_wavelet-LLH_glcm_ClusterShade,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLCM
label1028_wavelet-HHL_gldm_LowGrayLevelEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLDM
label1028_wavelet-HHL_gldm_HighGrayLevelEmphasis,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLDM
label2030_wavelet-HHL_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label7_wavelet-LLH_glcm_DifferenceEntropy,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLCM
label2031_wavelet-HHH_glcm_Imc2,2031,ctx-rh-supramarginal,RH,supramarginal,Texture – GLCM
label1034_wavelet-LHL_firstorder_Minimum,1034,ctx-lh-transversetemporal,LH,transversetemporal,First-order
label1027_wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,1027,ctx-lh-rostralmiddlefrontal,LH,rostralmiddlefrontal,Texture – GLDM
label1029_wavelet-HHH_glcm_JointEnergy,1029,ctx-lh-superiorparietal,LH,superiorparietal,Texture – GLCM
label2033_wavelet-HHL_glcm_Imc1,2033,ctx-rh-temporalpole,RH,temporalpole,Texture – GLCM
label1011_wavelet-HHL_glcm_JointEntropy,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLCM
label1024_wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,1024,ctx-lh-precentral,LH,precentral,Texture – GLRLM
label1030_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLDM
label28_wavelet-HLH_gldm_DependenceNonUniformity,28,Left-VentralDC,LH,VentralDC,Texture – GLDM
label44_wavelet-LHL_glszm_GrayLevelNonUniformity,44,Right-Inf-Lat-Vent,RH,Inf-Lat-Vent,Texture – GLSZM
label252_wavelet-LLH_gldm_LowGrayLevelEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLDM
label252_wavelet-LLH_gldm_HighGrayLevelEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLDM
label2007_log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,2007,ctx-rh-fusiform,RH,fusiform,Texture – GLRLM
label1030_original_firstorder_Kurtosis,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label2023_wavelet-HLH_gldm_LargeDependenceEmphasis,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLDM
label252_wavelet-LHL_firstorder_Mean,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,First-order
label1020_log-sigma-5-0-mm-3D_glcm_ClusterShade,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLCM
label1001_wavelet-HHH_glcm_DifferenceVariance,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLCM
label46_wavelet-LLH_glcm_Correlation,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label1030_wavelet-HLH_glcm_DifferenceEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label2019_wavelet-LLL_gldm_DependenceEntropy,2019,ctx-rh-parsorbitalis,RH,parsorbitalis,Texture – GLDM
label2019_original_gldm_DependenceEntropy,2019,ctx-rh-parsorbitalis,RH,parsorbitalis,Texture – GLDM
label46_log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLSZM
label2023_wavelet-LHL_glrlm_RunLengthNonUniformity,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLRLM
label1030_wavelet-LLL_firstorder_TotalEnergy,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label1030_wavelet-LLL_firstorder_Energy,1030,ctx-lh-superiortemporal,LH,superiortemporal,First-order
label8_log-sigma-5-0-mm-3D_glrlm_RunLengthNonUniformity,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLRLM
label2011_wavelet-LHH_gldm_DependenceEntropy,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,Texture – GLDM
label1019_wavelet-LLH_glrlm_GrayLevelVariance,1019,ctx-lh-parsorbitalis,LH,parsorbitalis,Texture – GLRLM
label2030_wavelet-HLH_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label255_log-sigma-1-0-mm-3D_glcm_DifferenceVariance,255,CC_Anterior,Midline/Other,CC_Anterior,Texture – GLCM
label1028_wavelet-HLL_glcm_MaximumProbability,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLCM
label2030_wavelet-HHH_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label1019_wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,1019,ctx-lh-parsorbitalis,LH,parsorbitalis,Texture – GLRLM
label1015_wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label253_wavelet-LHL_glszm_ZoneVariance,253,CC_Central,Midline/Other,CC_Central,Texture – GLSZM
label60_wavelet-HLL_glcm_DifferenceAverage,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label2017_wavelet-LLH_glcm_SumSquares,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label60_wavelet-HLL_glcm_Id,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label1015_wavelet-HLL_gldm_DependenceEntropy,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label2017_wavelet-HHL_glcm_JointEnergy,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLCM
label1030_wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLDM
label2022_log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLRLM
label1001_wavelet-HHH_glcm_DifferenceEntropy,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLCM
label60_wavelet-HLL_glcm_Idm,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_wavelet-HLL_glcm_Contrast,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_wavelet-HLL_glcm_Idmn,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label50_wavelet-HLH_glcm_Correlation,50,Right-Caudate,RH,Caudate,Texture – GLCM
label60_wavelet-HLL_glcm_InverseVariance,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label60_wavelet-HLL_glcm_Idn,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label1002_wavelet-LLH_glcm_MCC,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLCM
label2030_original_shape_VoxelVolume,2030,ctx-rh-superiortemporal,RH,superiortemporal,Shape (3D)
label1023_log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,Texture – GLDM
label2034_wavelet-LHH_firstorder_RootMeanSquared,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label1024_wavelet-LHL_glcm_MCC,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label1002_original_shape_Maximum3DDiameter,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Shape (3D)
label2030_wavelet-LLL_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label2030_original_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label1005_wavelet-HHL_glszm_ZonePercentage,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLSZM
label252_wavelet-LLL_glrlm_RunLengthNonUniformity,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label46_wavelet-LLH_glcm_DifferenceAverage,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-LLH_glcm_Id,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-LLH_glcm_Idm,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-LLH_glcm_Idmn,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-LLH_glcm_Idn,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-LLH_glcm_InverseVariance,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label1025_wavelet-HHH_firstorder_Energy,1025,ctx-lh-precuneus,LH,precuneus,First-order
label2010_wavelet-LLH_gldm_DependenceNonUniformityNormalized,2010,ctx-rh-isthmuscingulate,RH,isthmuscingulate,Texture – GLDM
label1012_wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label31_wavelet-HHH_firstorder_90Percentile,31,Left-choroid-plexus,LH,choroid-plexus,First-order
label1025_wavelet-HHH_firstorder_TotalEnergy,1025,ctx-lh-precuneus,LH,precuneus,First-order
label46_wavelet-LLH_glcm_Contrast,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label28_wavelet-HHH_glrlm_RunLengthNonUniformity,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label2030_log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label2025_wavelet-LLH_glcm_MaximumProbability,2025,ctx-rh-precuneus,RH,precuneus,Texture – GLCM
label252_original_glrlm_RunLengthNonUniformity,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLRLM
label2034_wavelet-LHH_firstorder_Variance,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label49_log-sigma-1-0-mm-3D_glcm_Imc1,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLCM
label2027_log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,Texture – GLRLM
label2035_log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,2035,ctx-rh-insula,RH,insula,Texture – GLDM
label2030_wavelet-LHH_gldm_GrayLevelNonUniformity,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLDM
label1028_wavelet-HLL_glcm_ClusterShade,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,Texture – GLCM
label7_original_firstorder_Skewness,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,First-order
label2026_wavelet-LLL_firstorder_MeanAbsoluteDeviation,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,First-order
label2008_wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLDM
label1030_wavelet-LHL_gldm_GrayLevelNonUniformity,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLDM
label2012_wavelet-HLH_firstorder_Energy,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,First-order
label1035_wavelet-LLH_glcm_Idmn,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1035_wavelet-LLH_glcm_Idn,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label2034_wavelet-LHH_glrlm_RunLengthNonUniformity,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLRLM
label1035_wavelet-LLH_glcm_Contrast,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1035_wavelet-LLH_glcm_DifferenceAverage,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label2012_wavelet-HLH_firstorder_TotalEnergy,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,First-order
label2033_wavelet-LLH_glcm_MaximumProbability,2033,ctx-rh-temporalpole,RH,temporalpole,Texture – GLCM
label1035_wavelet-LLH_glcm_Idm,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label2015_log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLRLM
label49_wavelet-LHL_glrlm_RunLengthNonUniformity,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLRLM
label1035_wavelet-LLH_glcm_Id,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1035_wavelet-LLH_glcm_InverseVariance,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label253_wavelet-LLH_gldm_DependenceNonUniformityNormalized,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label2031_wavelet-LLH_firstorder_Minimum,2031,ctx-rh-supramarginal,RH,supramarginal,First-order
label2015_wavelet-LHL_glcm_Autocorrelation,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label2_wavelet-LLH_firstorder_Minimum,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,First-order
label1016_wavelet-LLH_firstorder_Variance,1016,ctx-lh-parahippocampal,LH,parahippocampal,First-order
label4_wavelet-LLH_glcm_ClusterShade,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,Texture – GLCM
label1029_wavelet-HHH_glcm_JointEntropy,1029,ctx-lh-superiorparietal,LH,superiorparietal,Texture – GLCM
label1024_wavelet-LHL_glcm_Autocorrelation,1024,ctx-lh-precentral,LH,precentral,Texture – GLCM
label28_log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformity,28,Left-VentralDC,LH,VentralDC,Texture – GLRLM
label54_log-sigma-1-0-mm-3D_firstorder_Median,54,Right-Amygdala,RH,Amygdala,First-order
label1005_wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLDM
label2024_wavelet-HLH_glcm_JointEnergy,2024,ctx-rh-precentral,RH,precentral,Texture – GLCM
